Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound_P
Mar,2,Saturday,Mazda,Urban,Wednesday,Mar,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,more than 69000,8439,16,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Apr,4,Friday,Honda,Urban,Tuesday,May,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8440,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,0
Jul,5,Saturday,Toyota,Urban,Thursday,Aug,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8441,15,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Jul,4,Wednesday,Pontiac,Urban,Thursday,Aug,2,Female,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8442,8,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Dec,3,Thursday,Pontiac,Urban,Tuesday,Dec,4,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8443,13,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,All Perils,0
Nov,4,Tuesday,Honda,Urban,Tuesday,Nov,4,Male,Married,36,Third Party,Sedan - All Perils,Sedan,30000 to 39000,8444,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0
Nov,3,Sunday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,8445,7,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Jun,1,Monday,Mazda,Urban,Thursday,Jun,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8446,3,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0
May,3,Friday,Chevrolet,Urban,Wednesday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8447,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,Collision,0
Nov,1,Sunday,Toyota,Urban,Monday,Nov,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8448,8,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Dec,5,Thursday,Mazda,Urban,Friday,Dec,5,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8449,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Sep,3,Tuesday,Mazda,Urban,Tuesday,Sep,3,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8450,16,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Jan,1,Friday,Honda,Urban,Tuesday,Jan,4,Male,Married,52,Policy Holder,Sport - Collision,Sport,more than 69000,8451,8,400,4,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,0
Jan,1,Monday,Chevrolet,Urban,Monday,Jan,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,8452,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Nov,3,Tuesday,Toyota,Urban,Thursday,Nov,3,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8453,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Dec,2,Wednesday,Toyota,Urban,Monday,Dec,2,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,8454,15,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,1
Oct,2,Wednesday,Mazda,Urban,Friday,Oct,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8455,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0
Sep,2,Saturday,Toyota,Urban,Monday,Sep,2,Male,Married,78,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8456,9,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,0
Jun,5,Wednesday,Toyota,Urban,Friday,Jul,1,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,8457,4,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0
Jun,1,Wednesday,Chevrolet,Urban,Monday,Jun,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8458,14,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,0
Dec,2,Wednesday,Pontiac,Urban,Wednesday,Dec,3,Male,Single,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8459,2,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,1
Aug,1,Saturday,Toyota,Urban,Wednesday,Oct,3,Male,Married,78,Third Party,Sedan - Liability,Sport,20000 to 29000,8460,3,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0
Mar,1,Thursday,Mazda,Urban,Tuesday,Mar,2,Male,Married,57,Third Party,Sedan - Collision,Sedan,30000 to 39000,8461,10,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,0
May,1,Friday,Toyota,Urban,Monday,May,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8462,7,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0
May,4,Friday,Mazda,Urban,Thursday,Jun,1,Female,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,8463,12,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Sep,4,Thursday,Chevrolet,Urban,Monday,Sep,4,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8464,5,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,1 year,2 vehicles,1995,Collision,0
Dec,4,Friday,Honda,Urban,Friday,Dec,4,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,8465,1,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0
Dec,2,Wednesday,Pontiac,Urban,Monday,Dec,2,Female,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8466,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,1
Oct,4,Friday,Ford,Urban,Monday,Oct,4,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,8467,15,500,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Collision,0
Jun,3,Monday,Honda,Urban,Wednesday,Jun,5,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,8468,6,400,4,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,0
Jun,3,Sunday,Saab,Urban,Monday,Jun,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8469,6,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Apr,4,Monday,Toyota,Urban,Wednesday,May,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8470,11,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0
Jan,2,Wednesday,Accura,Urban,Friday,Jan,4,Male,Married,31,Third Party,Sedan - Liability,Sport,more than 69000,8471,11,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0
Jul,3,Friday,Toyota,Urban,Friday,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8472,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Jan,4,Friday,Chevrolet,Urban,Monday,Jan,5,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,8473,1,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Jun,2,Tuesday,Mazda,Urban,Wednesday,Jun,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8474,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0
Jun,2,Monday,Toyota,Urban,Monday,Jul,5,Male,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8475,6,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Oct,2,Wednesday,Saturn,Urban,Tuesday,Oct,3,Male,Married,49,Policy Holder,Sedan - Liability,Sport,60000 to 69000,8476,8,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0
Oct,2,Wednesday,Honda,Urban,Friday,Oct,2,Female,Married,40,Policy Holder,Sedan - Liability,Sport,less than 20000,8477,7,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0
Oct,2,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8478,14,400,3,more than 30,more than 30,1,5 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0
Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,more than 69000,8479,10,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Oct,3,Thursday,Pontiac,Urban,Monday,Oct,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8480,14,400,4,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1995,Liability,0
Oct,3,Monday,Pontiac,Urban,Monday,Oct,5,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8481,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Jun,2,Tuesday,Pontiac,Urban,Friday,Jun,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8482,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Jun,2,Monday,Ferrari,Urban,Wednesday,Jun,3,Male,Married,36,Policy Holder,Utility - Collision,Utility,40000 to 59000,8483,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Jan,5,Tuesday,Toyota,Urban,Thursday,Feb,1,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8484,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Feb,1,Wednesday,Chevrolet,Urban,Thursday,Feb,3,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8485,9,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability,0
Feb,1,Wednesday,Honda,Urban,Thursday,Feb,1,Male,Married,74,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8486,7,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0
Dec,2,Friday,Honda,Urban,Monday,Jan,3,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8487,11,400,3,more than 30,more than 30,none,3 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils,1
Jan,5,Saturday,Pontiac,Urban,Thursday,Feb,1,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,8488,3,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,All Perils,0
Aug,4,Monday,Chevrolet,Rural,Tuesday,Aug,4,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8489,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0
Aug,1,Tuesday,Mazda,Urban,Friday,Aug,1,Male,Single,30,Policy Holder,Sport - Collision,Sport,more than 69000,8490,11,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,0
Jul,3,Monday,Pontiac,Rural,Tuesday,Jul,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8491,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,0
Jul,3,Tuesday,Pontiac,Rural,Thursday,May,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8492,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,0
Feb,1,Thursday,Chevrolet,Urban,Thursday,Feb,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,8493,3,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0
Feb,1,Friday,Pontiac,Urban,Friday,Feb,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8494,8,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1995,Collision,0
Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8495,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,0
Dec,2,Saturday,Pontiac,Rural,Monday,Dec,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8496,8,400,2,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,1
Feb,2,Monday,Honda,Urban,Monday,Feb,2,Female,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8497,13,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,0
Feb,3,Wednesday,Pontiac,Urban,Monday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8498,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0
Feb,2,Tuesday,Pontiac,Urban,Thursday,Feb,2,Female,Divorced,27,Policy Holder,Sedan - Liability,Sport,more than 69000,8499,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Feb,2,Monday,Honda,Rural,Tuesday,Feb,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,8500,11,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,0
Feb,4,Saturday,Chevrolet,Rural,Wednesday,Mar,1,Male,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8501,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Feb,2,Thursday,Pontiac,Urban,Friday,Feb,2,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,8502,13,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0
Apr,2,Sunday,Chevrolet,Urban,Tuesday,Apr,2,Female,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8503,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,0
Aug,3,Friday,Toyota,Urban,Monday,Aug,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,more than 69000,8504,2,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Dec,5,Wednesday,Mazda,Urban,Wednesday,Jan,1,Male,Married,43,Third Party,Sport - Collision,Sport,more than 69000,8505,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0
Jan,5,Monday,Honda,Urban,Tuesday,Feb,1,Female,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8506,7,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils,0
Apr,1,Tuesday,Mazda,Urban,Tuesday,Apr,1,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,8507,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0
Mar,5,Tuesday,Pontiac,Urban,Friday,Apr,1,Male,Married,56,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8508,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0
May,1,Sunday,Mazda,Rural,Thursday,May,2,Female,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8509,14,400,1,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0
Apr,5,Saturday,VW,Urban,Monday,May,1,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,8510,6,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0
Apr,4,Sunday,Mazda,Rural,Tuesday,Apr,4,Male,Married,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8511,14,400,1,15 to 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,0
Dec,2,Saturday,Honda,Urban,Tuesday,Dec,3,Male,Married,51,Policy Holder,Sport - Collision,Sport,more than 69000,8512,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,1
Aug,2,Saturday,Honda,Urban,Friday,Sep,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8513,16,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,0
Oct,5,Friday,Toyota,Urban,Monday,Oct,5,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8514,1,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0
Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8515,3,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0
May,1,Tuesday,Toyota,Urban,Wednesday,May,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8516,8,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0
Apr,4,Friday,Honda,Urban,Wednesday,May,1,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8517,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0
Apr,3,Saturday,Chevrolet,Urban,Monday,Apr,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8518,6,500,1,15 to 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,Collision,0
Jun,3,Tuesday,Pontiac,Urban,Friday,Jun,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8519,12,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,0
Jun,3,Saturday,Toyota,Urban,Monday,Jun,3,Male,Married,59,Third Party,Sedan - Liability,Sport,20000 to 29000,8520,16,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,0
Dec,2,Sunday,Mazda,Urban,Wednesday,Dec,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8521,11,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,1
Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Female,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8522,3,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Liability,1
Oct,5,Monday,Pontiac,Urban,Tuesday,Oct,5,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8523,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0
Oct,4,Thursday,Pontiac,Urban,Friday,Oct,4,Male,Married,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,8524,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0
