longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.67,33.54,15,2423,435,1366,423,4.8906,181800,<1H OCEAN
-118.05,33.79,19,1863,355,1260,317,3.2465,277400,<1H OCEAN
-117.84,33.9,24,1723,223,707,219,7.0352,299600,<1H OCEAN
-121.77,38.69,47,1697,318,775,276,3.4559,123100,INLAND
-122,38.73,31,371,74,208,84,3.875,137500,INLAND
-118.44,34.06,9,5102,1695,2609,1450,3.2545,500001,<1H OCEAN
-118.61,34.31,4,1949,458,868,398,5.0151,285200,<1H OCEAN
-121.84,37.98,8,7505,1089,3325,1016,5.2699,204200,INLAND
-122.24,37.86,52,1668,225,517,214,7.8521,500001,NEAR BAY
-117.78,33.88,16,1800,238,871,234,6.6678,301900,<1H OCEAN
-118.27,33.8,38,1446,327,980,319,3.35,177700,<1H OCEAN
-117.9,33.61,41,1521,328,527,275,4.0764,500001,<1H OCEAN
-116.91,32.8,32,1943,287,1081,292,5.6846,208800,<1H OCEAN
-118.24,33.9,40,1308,272,901,257,2.8269,98000,<1H OCEAN
-121.8,37.26,16,1868,285,995,284,5.9053,260500,<1H OCEAN
-118.28,33.94,32,1381,375,1268,354,1.1051,94200,<1H OCEAN
-122.41,37.8,52,3260,1535,3260,1457,0.9,500001,NEAR BAY
-118.28,34.11,52,1803,437,787,388,4.5781,360500,<1H OCEAN
-117.9,33.65,27,3310,598,1402,563,6.632,441100,<1H OCEAN
-117.68,35.61,9,4241,832,1929,742,3.5988,84500,INLAND
-122.47,37.79,52,437,105,194,87,2.8125,500001,NEAR BAY
-122.43,37.8,52,3172,848,1259,806,4.1047,466700,NEAR BAY
-121.28,38.13,32,3366,676,1916,697,2.5401,125400,INLAND
-120.63,37.36,16,1605,282,866,284,4.0694,110200,INLAND
-118.01,34.06,26,557,153,455,196,2.7721,155400,INLAND
-118.37,34.08,22,3008,938,1224,816,3.2149,300000,<1H OCEAN
-121.3,38.51,19,822,134,457,133,4.15,157500,INLAND
-117.74,33.85,4,5416,820,1753,583,6.9544,314000,<1H OCEAN
-122.62,38.25,24,2388,358,1187,362,4.6534,196500,<1H OCEAN
-117.13,32.73,52,1148,214,481,215,5.454,240900,NEAR OCEAN
-118.1,33.98,33,1927,482,1623,479,3.5268,152000,<1H OCEAN
-117.68,33.51,4,2428,401,959,386,6.2661,268500,<1H OCEAN
-119.76,36.83,20,3214,446,1360,463,5.2595,110900,INLAND
-122.03,37.93,21,4712,624,1773,615,6.0918,344800,NEAR BAY
-122.12,37.44,33,2974,623,1435,588,5.485,406300,NEAR BAY
-117.18,34.04,38,2492,381,1003,369,3.6875,152800,INLAND
-117.05,32.63,31,4911,861,2334,843,4.1958,160100,NEAR OCEAN
-118.14,34.15,41,1256,407,855,383,1.9923,500001,<1H OCEAN
-119.9,36.79,22,1970,332,1066,319,3.3125,106100,INLAND
-122.31,37.56,40,1351,330,701,297,3.32,292900,NEAR OCEAN
-117.65,34.1,30,1461,341,1014,345,2.4667,106000,INLAND
-117.28,34.14,40,2190,496,1214,493,2.3947,81900,INLAND
-118.36,33.91,41,2048,439,1191,429,3.8,222500,<1H OCEAN
-117.97,33.77,22,2244,575,1543,533,2.6618,179600,<1H OCEAN
-117.2,32.8,34,4854,912,2089,854,3.8542,200000,NEAR OCEAN
-122,37.51,7,6352,1390,3223,1316,4.9867,181700,<1H OCEAN
-117.92,34.09,35,1810,318,1164,332,5.0123,165700,<1H OCEAN
-122.62,37.97,52,370,62,150,56,7.7006,316700,NEAR OCEAN
-120.81,38.73,38,2005,385,882,353,2.5104,120500,INLAND
-122.22,37.78,51,1637,463,1543,393,2.489,119100,NEAR BAY
-122.49,37.76,48,1351,270,650,265,3.5278,339800,NEAR BAY
-118.47,34,28,1259,302,668,280,4.2813,384400,<1H OCEAN
-121.97,37.34,33,3162,,1553,686,3.6682,266100,<1H OCEAN
-122.46,38.53,32,1735,331,785,309,3.6641,275800,INLAND
-123,38.33,8,3223,637,851,418,5.6445,364800,NEAR OCEAN
-118.2,34.02,49,1098,317,1411,301,2.75,146000,<1H OCEAN
-119.67,37.27,13,5087,981,2284,913,2.7413,123100,INLAND
-122.38,37.6,33,2577,590,1867,566,3.3632,265100,NEAR OCEAN
-117.08,33.13,17,8466,2628,7014,2267,2.1437,113700,<1H OCEAN
-122.5,37.75,46,2298,457,1429,477,4.0217,272400,NEAR OCEAN
-119.69,34.38,39,1383,459,677,362,2.25,281300,NEAR OCEAN
-117.29,33.63,7,16010,2726,7139,2426,3.8056,162200,<1H OCEAN
-117.29,33.2,16,2150,461,1428,407,2.4754,157300,NEAR OCEAN
-118.14,34.1,27,4073,1013,2411,933,3.108,231000,<1H OCEAN
-124.1,40.47,52,1196,236,965,265,3.5345,55000,<1H OCEAN
-117.91,33.84,25,1021,252,975,258,3.125,168100,<1H OCEAN
-117.25,33.1,14,3676,720,1176,614,3.9464,171900,NEAR OCEAN
-121.75,36.77,25,1851,418,1678,390,3.2937,135300,<1H OCEAN
-116.43,34.1,17,6683,1296,2677,1227,2.4828,84000,INLAND
-118.48,34.04,36,2539,535,979,500,3.6667,500001,<1H OCEAN
-121.67,40.87,31,1581,299,776,287,2.9063,77800,INLAND
-117.07,34.24,21,4773,1047,337,130,3.9375,115000,INLAND
-118.37,34.03,41,1425,285,838,296,3.9732,188400,<1H OCEAN
-118.14,34.2,39,2569,426,1282,432,5.0953,207400,INLAND
-118.01,34.14,20,3350,831,1816,744,2.8352,161700,INLAND
-119.05,35.33,18,12707,2685,7009,2552,2.9438,87200,INLAND
-117.35,33.69,11,1229,236,581,190,3.102,111300,<1H OCEAN
-122.33,37.98,3,2850,544,1024,515,6.0115,175000,NEAR BAY
-118.57,34.17,31,1950,383,870,357,3.1875,500001,<1H OCEAN
-117.13,32.92,17,1481,315,1002,300,3.6196,163400,<1H OCEAN
-115.56,32.78,34,2856,555,1627,522,3.2083,76200,INLAND
-117.25,33.37,8,1755,530,1687,511,1.995,146900,<1H OCEAN
-121.37,38.39,15,1883,254,893,256,6.2575,143500,INLAND
-122.67,38.33,4,8072,1606,4323,1475,3.9518,220300,<1H OCEAN
-117.9,34.09,39,1726,333,892,335,4.3409,191800,<1H OCEAN
-118.11,33.77,15,9103,1847,3333,1712,5.1508,367300,NEAR OCEAN
-118.29,33.91,28,1501,446,1028,418,2.3043,177500,<1H OCEAN
-118.43,34.06,20,4600,1018,1675,932,5.1999,500001,<1H OCEAN
-118.39,34.18,42,1957,389,985,414,2.9327,240200,<1H OCEAN
-121.83,39.23,25,3819,702,1983,658,2.4464,72500,INLAND
-122.8,38.37,26,1634,315,909,317,4.1731,257200,<1H OCEAN
-117.06,32.69,9,521,111,491,110,5.1305,158900,NEAR OCEAN
-121.57,37.01,44,1448,393,1066,357,2.0625,170300,INLAND
-122.22,38.1,40,2549,478,1275,494,2.9469,111600,NEAR BAY
-122.18,37.76,43,2018,408,1111,367,1.8913,91200,NEAR BAY
-117.8,33.52,50,1152,341,519,225,3.053,500001,<1H OCEAN
-121.9,37.3,39,3627,666,1531,635,4.537,345900,<1H OCEAN
-122.56,37.9,48,1550,253,641,276,8.634,463500,NEAR BAY
-122.44,37.77,52,5604,1268,2023,1196,4.4085,400000,NEAR BAY
-115.56,32.78,46,2511,490,1583,469,3.0603,70800,INLAND
-116.97,32.83,17,6659,1402,3183,1378,2.949,117300,<1H OCEAN
-119.79,36.82,23,4358,819,1852,802,3.4167,105200,INLAND
-118.18,34.04,44,1079,275,1249,249,3.0417,141700,<1H OCEAN
-122.06,37.94,19,4005,972,1896,893,2.5268,235700,NEAR BAY
-122.52,38.67,35,1705,321,708,253,3.4539,300000,INLAND
-117.96,33.65,18,3603,879,1549,756,4.0229,363100,<1H OCEAN
-115.56,32.96,21,2164,480,1164,421,3.8177,107200,INLAND
-122.24,38.07,13,5451,1194,2957,1081,2.6098,162500,NEAR BAY
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,INLAND
-116.38,34.1,6,2104,348,841,320,4.1458,116300,INLAND
-119.18,34.19,36,4519,1081,4818,1061,2.8561,179100,NEAR OCEAN
-122.04,37.37,23,5135,911,2351,863,5.2319,430100,<1H OCEAN
-120.35,37.98,4,1658,301,676,278,3.5714,149500,INLAND
-118.01,33.92,34,4039,694,2269,663,5.2305,205100,<1H OCEAN
-119.03,34.21,11,4528,729,2398,684,5.3044,319000,<1H OCEAN
-122.9,39.09,15,2483,544,835,380,1.9141,143200,INLAND
-118.15,33.98,17,3361,925,3264,914,2.2813,145600,<1H OCEAN
-121.81,37.39,34,2218,286,827,299,7.4559,456500,<1H OCEAN
-122.4,37.78,32,352,132,313,105,2.5742,350000,NEAR BAY
-115.41,32.99,29,1141,220,684,194,3.4038,107800,INLAND
-120.69,35.49,16,2666,450,1203,429,4.1375,222400,<1H OCEAN
-122.14,37.08,18,2420,439,1278,416,5.2101,334000,NEAR OCEAN
-118.71,34.27,26,990,223,719,232,3.163,179400,<1H OCEAN
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN
-123.48,40.34,19,518,108,216,80,2.7083,64500,INLAND
-118.1,34.08,21,1349,352,1188,330,2.5,182100,<1H OCEAN
-118.03,33.97,22,2185,623,1644,606,2.593,192000,<1H OCEAN
-117.04,32.73,36,2084,400,1097,398,3.2717,130700,NEAR OCEAN
-117.41,33.93,35,793,150,669,128,4.0156,89300,INLAND
-118.18,33.81,27,471,132,315,96,1.75,154200,NEAR OCEAN
-121.26,37.98,32,3274,820,2050,738,2.1265,55700,INLAND
-118.2,34.05,43,1165,317,1279,303,1.9615,141700,<1H OCEAN
-118.19,33.83,43,2641,411,1011,444,6.4468,444200,NEAR OCEAN
-117.82,33.77,27,2578,314,976,340,7.1882,359200,<1H OCEAN
-122.43,37.77,52,3563,832,1712,787,3.3702,335700,NEAR BAY
-122.14,37.72,39,786,132,288,132,3.5156,218900,NEAR BAY
-119,35.37,41,303,78,216,80,2.2212,55500,INLAND
-120.64,37.7,16,284,51,239,46,1.8958,137500,INLAND
-116.41,33.74,25,2475,476,910,387,3.3639,168800,INLAND
-122.07,37.35,35,1447,205,619,206,9.8144,500001,<1H OCEAN
-117.97,33.75,32,1564,270,973,290,3.75,190400,<1H OCEAN
-118.52,34.39,21,5477,1275,3384,1222,3.6625,228100,<1H OCEAN
-118.29,33.84,34,2617,558,1396,515,5.061,218000,<1H OCEAN
-117.31,33.25,13,3075,630,1843,674,2.8558,97100,<1H OCEAN
-121.45,38.62,37,1534,315,1147,322,2.5643,59800,INLAND
-118.2,34.12,41,1908,503,1557,453,2.9194,162000,<1H OCEAN
-119.4,36.59,37,1486,296,977,290,3.5074,93800,INLAND
-117.66,34.08,36,1485,236,623,261,3.3036,141000,INLAND
-118.27,33.95,34,1261,315,1027,303,2.2946,88800,<1H OCEAN
-121.92,36.56,40,2124,449,643,341,5.5164,369100,NEAR OCEAN
-122.05,37.36,34,2400,419,1017,384,4.1369,316900,<1H OCEAN
-117.07,32.91,5,2234,256,894,253,10.3354,477600,<1H OCEAN
-122.3,37.92,33,1615,271,710,285,4.0804,239000,NEAR BAY
-118.27,33.94,30,1041,275,877,270,1.5268,91600,<1H OCEAN
-117.83,33.74,23,1818,522,958,485,2.6771,131500,<1H OCEAN
-117.67,33.57,18,1614,210,692,209,7.9294,280300,<1H OCEAN
-122.11,38.01,41,1345,272,718,283,3.3831,129400,NEAR BAY
-118.43,34.23,35,1225,228,720,231,3.4013,176500,<1H OCEAN
-118.22,33.79,48,143,41,222,50,1.7,104200,NEAR OCEAN
-117.26,32.96,36,1721,264,710,282,10.1768,500001,NEAR OCEAN
-118.45,34.18,34,1843,442,861,417,3.6875,246400,<1H OCEAN
-118.42,34.2,24,3148,908,2850,839,1.9549,221500,<1H OCEAN
-121.02,40.51,17,890,167,406,154,3.3036,78300,INLAND
-117.78,33.97,2,556,63,179,54,8.4411,500001,<1H OCEAN
-121.95,37.11,21,2387,357,913,341,7.736,397700,<1H OCEAN
-118.38,34.07,16,4814,1381,1897,1209,3.3725,375000,<1H OCEAN
-117.32,34.01,23,3021,527,1580,533,4.4063,129900,INLAND
-122.11,37.7,29,1298,306,835,338,2.3274,170400,NEAR BAY
-116.97,32.79,32,1255,338,782,302,2.6635,113600,<1H OCEAN
-118.26,34.24,42,890,179,555,200,4.4821,271900,<1H OCEAN
-122.2,37.79,44,1621,452,1354,491,2.619,134700,NEAR BAY
-117.18,32.84,30,2290,523,1272,472,3.5606,165100,NEAR OCEAN
-122.41,37.78,52,1928,836,2124,739,1.1185,55000,NEAR BAY
-118.07,33.93,5,906,187,1453,158,4.125,171900,<1H OCEAN
-117.84,34.13,26,3773,694,2103,688,4.6937,198000,INLAND
-122.23,37.8,52,1252,299,844,280,2.3929,111900,NEAR BAY
-122.58,38.15,9,1302,177,682,190,7.5,423200,<1H OCEAN
-118.43,34.24,35,1488,293,1112,288,4.4688,182500,<1H OCEAN
-117.89,34.12,35,1566,321,1396,317,4.05,141300,<1H OCEAN
-117.65,33.65,16,1538,260,835,259,5.5779,234800,<1H OCEAN
-118.38,34.21,33,1981,484,1665,466,3.0833,179100,<1H OCEAN
-118.45,34.31,28,1532,287,977,275,4.4773,173100,<1H OCEAN
-116.91,32.82,14,1978,424,1085,387,3.8073,170100,<1H OCEAN
-117.59,34.09,16,2401,465,1757,500,3.9755,120400,INLAND
-122.14,37.41,35,2419,426,949,433,6.4588,437100,NEAR BAY
-117.19,32.81,33,5226,833,2221,839,5.1491,207000,NEAR OCEAN
-119.07,36.08,5,2693,508,1785,491,3,71000,INLAND
-118.41,34.02,24,2610,756,1322,692,3.5022,281300,<1H OCEAN
-120.85,37.77,20,651,157,421,151,2.0833,77300,INLAND
-122.32,37.92,29,2304,399,1377,454,5.0187,140600,NEAR BAY
-120.11,39.24,21,3005,574,385,150,3.1193,153300,INLAND
-118.34,34.04,37,1466,529,1835,500,1.7014,123200,<1H OCEAN
-121.39,36.16,28,1057,249,288,130,3.0526,146900,NEAR OCEAN
-119.73,34.43,27,1448,404,978,338,2.303,261000,NEAR OCEAN
-118.23,33.89,16,5003,1180,4145,1159,2.1389,133400,<1H OCEAN
-117.41,34.58,10,2964,668,1853,609,1.6047,73400,INLAND
-122.41,37.72,32,1650,316,904,295,4.0583,236200,NEAR BAY
-117.79,33.71,16,6339,862,3132,825,7.1069,313400,<1H OCEAN
-121.97,37.29,25,4096,743,2027,741,5.3294,300300,<1H OCEAN
-118.17,33.98,41,428,111,585,139,3.1786,132100,<1H OCEAN
-118.44,34.01,41,1309,221,534,228,5.1708,418800,<1H OCEAN
-118.61,34.15,32,4491,815,1696,749,4.9102,319100,<1H OCEAN
-120.85,37.08,3,3425,611,1588,459,4.1779,147800,INLAND
-119.53,36.65,43,1676,320,1056,276,2.5562,93200,INLAND
-122.53,37.92,45,1530,324,608,328,3.875,390800,NEAR BAY
-119.76,36.83,17,3690,628,1888,601,4.0196,84200,INLAND
-122.43,37.75,52,2960,623,1191,589,3.95,347700,NEAR BAY
-118.39,33.85,17,1610,379,670,341,4.3594,349000,<1H OCEAN
-122.09,37.41,14,753,193,421,153,4.2463,266700,NEAR BAY
-119.56,36.1,25,1093,262,893,252,2.13,50800,INLAND
-117.97,34.1,33,1558,316,1600,338,2.9712,143900,INLAND
-118.3,34.01,48,4217,1095,3298,949,1.9152,122300,<1H OCEAN
-118.43,34.09,27,1613,200,497,197,7.9835,500001,<1H OCEAN
-117.8,33.7,5,1549,378,735,355,5.2923,194000,<1H OCEAN
-118.35,33.93,35,1050,252,918,236,1.7344,146900,<1H OCEAN
-118.17,34.09,36,3066,797,3097,780,2.5523,156500,<1H OCEAN
-117.71,34.08,29,1276,283,1216,316,2.5972,134300,INLAND
-120.84,35.32,15,2419,538,1279,522,3.4762,189600,NEAR OCEAN
-122.49,37.59,35,2683,475,1498,484,5.1282,262500,NEAR OCEAN
-121.77,36.53,18,2321,358,803,341,10.1854,426000,<1H OCEAN
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-118.05,34.15,32,5131,665,1877,622,8.2004,500001,INLAND
-118.24,34.13,45,2170,401,1043,394,5.6921,269000,<1H OCEAN
-118.34,33.98,47,2649,684,2374,607,2.3882,137700,<1H OCEAN
-118.21,34.17,24,8590,1231,3401,1178,8.1325,472700,<1H OCEAN
-122.18,37.79,46,2109,387,922,329,3.9712,208100,NEAR BAY
-122.86,40.56,12,1350,300,423,172,1.7393,81300,INLAND
-122.02,37.54,31,1240,264,719,236,3.535,210300,NEAR BAY
-117.27,33.77,16,2876,576,1859,545,2.0878,101300,<1H OCEAN
-118.35,34.01,35,3776,,1583,749,3.5486,332100,<1H OCEAN
-117.62,34.13,20,3216,516,1655,524,5.1261,158800,INLAND
-122.11,37.71,36,4569,824,1950,819,4.65,206800,NEAR BAY
-121.97,37.25,32,2892,496,1193,492,6.131,367800,<1H OCEAN
-122.27,37.51,36,1406,224,598,237,5.8964,414800,NEAR OCEAN
-121.36,38.39,10,5121,763,2568,758,5.2447,148100,INLAND
-119.32,36.2,15,1562,275,961,287,3.4231,83300,INLAND
-122.15,37.69,39,1670,308,957,335,5.1312,183600,NEAR BAY
-117.25,33.25,6,6160,993,2997,1029,4.6187,205000,<1H OCEAN
-117.84,35.54,11,1751,316,765,296,5.0762,98000,INLAND
-118.31,33.97,48,1541,314,819,312,3.0917,136100,<1H OCEAN
-118.39,34.17,26,6429,1611,2806,1491,3.1929,265200,<1H OCEAN
-118.32,34.26,24,5106,1010,2310,957,4.4375,191500,<1H OCEAN
-120.98,37.64,45,1913,335,839,333,3.1397,110700,INLAND
-117.78,34.13,18,7798,1161,3710,1227,5.8819,260500,INLAND
-121.96,37.31,26,4310,678,1819,686,7.0469,365500,<1H OCEAN
-117.79,33.73,3,8240,1410,3318,1270,7.2074,291300,<1H OCEAN
-118.34,33.95,33,1923,459,1412,361,5.4359,194100,<1H OCEAN
-122.18,37.44,44,2237,347,948,346,8.2436,500001,NEAR OCEAN
-120.49,37.32,10,1275,255,620,240,3.0263,118300,INLAND
-122.4,40.62,9,4794,889,2162,865,3.1439,103100,INLAND
-121.14,38.92,16,2069,312,889,299,4.6771,212000,INLAND
-118.84,34.17,16,3449,820,1877,816,3.2176,187500,<1H OCEAN
-118.01,33.91,32,2722,571,2541,462,4.2305,221400,<1H OCEAN
-117.97,34.05,34,2050,495,1832,465,2.8333,155700,<1H OCEAN
-117.9,33.82,32,1187,302,1003,275,2.4931,166900,<1H OCEAN
-117.2,32.86,4,4308,1095,1923,932,3.9356,267000,NEAR OCEAN
-122.19,40.2,30,2750,476,1296,464,3.5305,73600,INLAND
-118.24,34.24,31,3019,469,1349,462,7.1463,394100,<1H OCEAN
-121.45,38.61,46,1758,511,1094,484,1.0685,70000,INLAND
-118.45,34.2,18,2729,800,2099,742,2.5842,230800,<1H OCEAN
-118.61,34.25,16,8295,1506,3903,1451,5.5111,276600,<1H OCEAN
-122.16,37.7,36,2239,391,1203,379,5.0043,190400,NEAR BAY
-118.4,33.88,35,1060,191,444,196,8.0015,500001,<1H OCEAN
-122.27,37.84,52,1503,298,690,275,2.6033,162900,NEAR BAY
-117.85,33.74,19,1248,357,1214,328,2.7059,159800,<1H OCEAN
-117.36,33.2,26,2447,482,1405,486,3.2917,150800,NEAR OCEAN
-118.06,34.14,42,2461,379,1179,360,7.0315,437300,INLAND
-119.1,36.21,38,727,173,559,176,2.4653,49500,INLAND
-121.81,38,37,2724,579,1400,540,2.905,97300,INLAND
-117.92,33.62,37,2038,379,837,381,5.2416,471300,<1H OCEAN
-118.42,33.9,37,1576,345,662,340,5.308,500001,<1H OCEAN
-121.34,38.59,22,3273,480,1151,463,8.05,380000,INLAND
